levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=977, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=1, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=0, currentLevelTime=1, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=963, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=17, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=30, currentLevelTime=17, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=962, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=18, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=30, currentLevelTime=18, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=961, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=19, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=30, currentLevelTime=19, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=960, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=20, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=40, currentLevelTime=20, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=959, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=21, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=40, currentLevelTime=21, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=958, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=22, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=40, currentLevelTime=22, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=957, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=23, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=40, currentLevelTime=23, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=956, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=24, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=50, currentLevelTime=24, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=955, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=25, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=50, currentLevelTime=25, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=954, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=26, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=50, currentLevelTime=26, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=953, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=27, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=50, currentLevelTime=27, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=952, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=28, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=60, currentLevelTime=28, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=951, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=29, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=60, currentLevelTime=29, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=950, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=30, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=60, currentLevelTime=30, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=949, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=31, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=60, currentLevelTime=31, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=948, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=32, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=70, currentLevelTime=32, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=947, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=33, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=70, currentLevelTime=33, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=946, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=34, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=70, currentLevelTime=34, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
levelCount=0, ghost.PINKY.currentNodeIndex=1292, pacman.currentNodeIndex=945, ghost.BLINKY.lastMoveMade=NEUTRAL, ghost.INKY.edibleTime=0, timeOfLastGlobalReversal=-1, totalTime=35, ghost.SUE.currentNodeIndex=1292, ghost.SUE.edibleTime=0, mazeIndex=0, ghost.PINKY.lastMoveMade=NEUTRAL, score=70, currentLevelTime=35, ghost.SUE.lastMoveMade=NEUTRAL, pacman.lastMoveMade=LEFT, pacmanWasEaten=false, ghost.BLINKY.currentNodeIndex=1292, ghost.INKY.lastMoveMade=NEUTRAL, ghost.BLINKY.edibleTime=0, pacman.numberOfLivesRemaining=3, pacman.hasReceivedExtraLife=false, ghost.PINKY.edibleTime=0, ghost.INKY.currentNodeIndex=1292
